index,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Dosemtic %,Foreign %,Domestic %
0,1,The Avengers,0,0,41%,0,59%,2012.csv,2012,41%,,
2233,2,The End of Endless Love,0,0,-,0,100%,2020.csv,2020,-,,
2257,3,Gretel & Hansel,0,0,69.6%,0,30.4%,2020.csv,2020,69.6%,,
2270,4,30 jours max,0,0,-,0,100%,2020.csv,2020,-,,
2261,5,Yarn,0,0,-,0,100%,2020.csv,2020,-,,
2262,6,Brahms: The Boy II,0,0,62.1%,0,37.9%,2020.csv,2020,62.1%,,
2263,7,Violet Evergarden: The Movie,0,0,-,0,100%,2020.csv,2020,-,,
2264,8,Ice 2,0,0,-,0,100%,2020.csv,2020,-,,
2265,9,Soul Snatcher,0,0,-,0,100%,2020.csv,2020,-,,
2266,10,The Turning,0,0,79.6%,0,20.4%,2020.csv,2020,79.6%,,
2267,11,Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song,0,0,1%,0,99%,2020.csv,2020,1%,,
2268,12,How the Grinch Stole Christmas 2020 Re-release,0,0,2.3%,0,97.7%,2020.csv,2020,2.3%,,
2269,13,Takizawa Enbujo Zero,0,0,-,0,100%,2020.csv,2020,-,,
2259,14,Stigmatized Properties,0,0,-,0,100%,2020.csv,2020,-,,
2272,15,Kaiji: Final Game,0,0,-,0,100%,2020.csv,2020,-,,
2258,16,Poupelle of Chimney Town,0,0,-,0,100%,2020.csv,2020,-,,
2273,17,Hitman: Agent Jun,0,0,-,0,100%,2020.csv,2020,-,,
2274,18,Digimon Adventure: Last Evolution Kizuna,0,0,-,0,100%,2020.csv,2020,-,,
2275,19,Baaghi 3,0,0,4.3%,0,95.7%,2020.csv,2020,4.3%,,
2276,20,Malasaña 32,0,0,-,0,100%,2020.csv,2020,-,,
2277,21,Pokémon the Movie: Secrets of the Jungle,0,0,-,0,100%,2020.csv,2020,-,,
2278,22,I Still Believe,0,0,61.6%,0,38.4%,2020.csv,2020,61.6%,,
2279,23,Freaky,0,0,56.7%,0,43.3%,2020.csv,2020,56.7%,,
2280,24,Promising Young Woman,0,0,43.5%,0,56.5%,2020.csv,2020,43.5%,,
2281,25,The Way Back,0,0,92.5%,0,7.5%,2020.csv,2020,92.5%,,
2256,26,Interstellar 2020 Re-release,0,0,-,0,100%,2020.csv,2020,-,,
2282,27,The Personal History of David Copperfield,0,0,13.1%,0,86.9%,2020.csv,2020,13.1%,,
2337,28,100% Wolf,0,0,8.9%,0,91.1%,2020.csv,2020,8.9%,,
2255,29,Scoob!,0,0,-,0,100%,2020.csv,2020,-,,
2231,30,Trolls World Tour,0,0,-,0,100%,2020.csv,2020,-,,
2283,31,Nightlife,0,0,-,0,100%,2020.csv,2020,-,,
2234,32,Unhinged,0,0,48.2%,0,51.8%,2020.csv,2020,48.2%,,
2235,33,Train to Busan Presents: Peninsula,0,0,2.9%,0,97.1%,2020.csv,2020,2.9%,,
2236,34,Monster Hunter,0,0,36.5%,0,63.5%,2020.csv,2020,36.5%,,
2237,35,Underwater,0,0,42.3%,0,57.7%,2020.csv,2020,42.3%,,
2238,36,The War with Grandpa,0,0,52.2%,0,47.8%,2020.csv,2020,52.2%,,
2239,37,Sarileru Neekevvaru,0,0,2.2%,0,97.8%,2020.csv,2020,2.2%,,
2240,38,New Interpretation Records of the Three Kingdoms,0,0,-,0,100%,2020.csv,2020,-,,
2241,39,The Confidence Man JP: Princess,0,0,-,0,100%,2020.csv,2020,-,,
2242,40,The Man Standing Next,0,0,0.3%,0,99.7%,2020.csv,2020,0.3%,,
2243,41,My Mom is a Character 3,0,0,-,0,100%,2020.csv,2020,-,,
2244,42,Deliver Us from Evil,0,0,-,0,100%,2020.csv,2020,-,,
2245,43,Bloodshot,0,0,37.5%,0,62.5%,2020.csv,2020,37.5%,,
2246,44,Doraemon the Movie: Nobita's New Dinosaur,0,0,-,0,100%,2020.csv,2020,-,,
2247,45,Harry Potter and the Sorcerer's Stone 2020 Re-release,0,0,-,0,100%,2020.csv,2020,-,,
2248,46,Honest Thief,0,0,45.5%,0,54.5%,2020.csv,2020,45.5%,,
2249,47,Like a Boss,0,0,72.9%,0,27.1%,2020.csv,2020,72.9%,,
2250,48,Bath Buddy,0,0,-,0,100%,2020.csv,2020,-,,
2251,49,Stand by Me Doraemon 2,0,0,-,0,100%,2020.csv,2020,-,,
2252,50,The Witches,0,0,-,0,100%,2020.csv,2020,-,,
2253,51,Emma.,0,0,38.1%,0,61.9%,2020.csv,2020,38.1%,,
2254,52,Leap,0,0,0.3%,0,99.7%,2020.csv,2020,0.3%,,
2271,53,The Promised Neverland,0,0,-,0,100%,2020.csv,2020,-,,
2232,54,Tanhaji: The Unsung Warrior,0,0,-,0,100%,2020.csv,2020,-,,
2285,55,#Alive,0,0,-,0,100%,2020.csv,2020,-,,
2335,56,De Gaulle,0,0,-,0,100%,2020.csv,2020,-,,
2310,57,365 Days,0,0,-,0,100%,2020.csv,2020,-,,
2323,58,Eltilerin Savasi,0,0,-,0,100%,2020.csv,2020,-,,
2314,59,L'appel de la forêt,0,0,-,0,100%,2020.csv,2020,-,,
2315,60,Bigfoot Family,0,0,-,0,100%,2020.csv,2020,-,,
2316,61,Inception 10th Anniversary re-release,0,0,-,0,100%,2020.csv,2020,-,,
2317,62,Break the Silence: The Movie,0,0,-,0,100%,2020.csv,2020,-,,
2318,63,The Closet,0,0,-,0,100%,2020.csv,2020,-,,
2319,64,Downhill,0,0,93.1%,0,6.9%,2020.csv,2020,93.1%,,
2320,65,I Hate Summer,0,0,-,0,100%,2020.csv,2020,-,,
2321,66,Les blagues de Toto,0,0,-,0,100%,2020.csv,2020,-,,
2322,67,The Secret Garden,0,0,-,0,100%,2020.csv,2020,-,,
2312,68,Okay Madam,0,0,-,0,100%,2020.csv,2020,-,,
2325,69,Your Eyes Tell,0,0,-,0,100%,2020.csv,2020,-,,
2311,70,Secret Zoo,0,0,-,0,100%,2020.csv,2020,-,,
2326,71,AI Amok,0,0,-,0,100%,2020.csv,2020,-,,
2327,72,The Lost Prince,0,0,-,0,100%,2020.csv,2020,-,,
2328,73,The Marriage Escape,0,0,-,0,100%,2020.csv,2020,-,,
2329,74,Spirited Away Studio Ghibli Fest 2020,0,0,-,0,100%,2020.csv,2020,-,,
2330,75,Neposredstvenno Kakha,0,0,-,0,100%,2020.csv,2020,-,,
2331,76,Princess Mononoke Studio Ghibli Fest 2020,0,0,-,0,100%,2020.csv,2020,-,,
2332,77,The Father,0,0,27.5%,0,72.5%,2020.csv,2020,27.5%,,
2333,78,The Heist of the Century,0,0,-,0,100%,2020.csv,2020,-,,
2334,79,Fukushima 50,0,0,-,0,100%,2020.csv,2020,-,,
2309,80,10 Days with Dad,0,0,<0.1%,0,100%,2020.csv,2020,<0.1%,,
2286,81,Howling Village,0,0,-,0,100%,2020.csv,2020,-,,
2284,82,Pawn,0,0,-,0,100%,2020.csv,2020,-,,
2296,83,The Hunt,0,0,50.7%,0,49.3%,2020.csv,2020,50.7%,,
2313,84,Bye Bye Morons,0,0,-,0,100%,2020.csv,2020,-,,
2287,85,Come Play,0,0,79.5%,0,20.5%,2020.csv,2020,79.5%,,
2288,86,Samjin Company English Class,0,0,-,0,100%,2020.csv,2020,-,,
2289,87,News of the World,0,0,100%,0,-,2020.csv,2020,100%,,
2290,88,Collectors,0,0,-,0,100%,2020.csv,2020,-,,
2291,89,No Escapes,0,0,-,0,100%,2020.csv,2020,-,,
2292,90,Ducobu 3,0,0,-,0,100%,2020.csv,2020,-,,
2293,91,Legend No. 17,0,0,-,0,100%,2020.csv,2020,-,,
2294,92,Wotakoi: Love Is Hard for Otaku,0,0,-,0,100%,2020.csv,2020,-,,
2295,93,Padre no hay más que uno 2: La llegada de la suegra,0,0,-,0,100%,2020.csv,2020,-,,
2297,94,The Voice of Sin,0,0,-,0,100%,2020.csv,2020,-,,
2308,95,Stolen Identity 2,0,0,-,0,100%,2020.csv,2020,-,,
2298,96,Me contro Te - Il film: La vendetta del Signor S,0,0,-,0,100%,2020.csv,2020,-,,
2299,97,Impractical Jokers: The Movie,0,0,100%,0,-,2020.csv,2020,100%,,
2300,98,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,0,0,-,0,100%,2020.csv,2020,-,,
2301,99,One Second,0,0,-,0,100%,2020.csv,2020,-,,
2302,100,Honest Candidate,0,0,-,0,100%,2020.csv,2020,-,,
2303,101,Let Him Go,0,0,89.4%,0,10.6%,2020.csv,2020,89.4%,,
2304,102,Street Dancer 3D,0,0,-,0,100%,2020.csv,2020,-,,
2305,103,My Spy,0,0,-,0,100%,2020.csv,2020,-,,
2306,104,The Asadas,0,0,-,0,100%,2020.csv,2020,-,,
2307,105,Bohemian Rhapsody 2020 Re-release,0,0,2.5%,0,97.5%,2020.csv,2020,2.5%,,
2229,106,After We Collided,0,0,5%,0,95%,2020.csv,2020,5%,,
2154,107,Bounty Hunters,0,0,-,0,100%,2016.csv,2016,-,,
2205,108,Sonic the Hedgehog,0,0,46.6%,0,53.4%,2020.csv,2020,46.6%,,
2152,109,Les Tuche 2: The American Dream,0,0,-,0,100%,2016.csv,2016,-,,
2548,110,The November Man,0,0,63.1%,0,36.9%,2014.csv,2014,63.1%,,
2151,111,Eye in the Sky,0,0,53%,0,47%,2016.csv,2016,53%,,
2155,112,Ae Dil Hai Mushkil,0,0,13.5%,0,86.5%,2016.csv,2016,13.5%,,
2156,113,Assassination Classroom: The Graduation,0,0,-,0,100%,2016.csv,2016,-,,
2157,114,Perfect Strangers,0,0,-,0,100%,2016.csv,2016,-,,
2158,115,Billy Lynn's Long Halftime Walk,0,0,5.6%,0,94.4%,2016.csv,2016,5.6%,,
2159,116,Pandora,0,0,-,0,100%,2016.csv,2016,-,,
2160,117,Norm of the North,0,0,55.5%,0,44.5%,2016.csv,2016,55.5%,,
2161,118,When the Bough Breaks,0,0,97%,0,3%,2016.csv,2016,97%,,
2162,119,S Storm,0,0,-,0,100%,2016.csv,2016,-,,
2163,120,Nocturnal Animals,0,0,35.2%,0,64.8%,2016.csv,2016,35.2%,,
2153,121,Os Dez Mandamentos - O Filme,0,0,-,0,100%,2016.csv,2016,-,,
2164,122,A Silent Voice: The Movie,0,0,1%,0,99%,2016.csv,2016,1%,,
2166,123,Jackie,0,0,46.9%,0,53.1%,2016.csv,2016,46.9%,,
2167,124,Masterminds,0,0,58.5%,0,41.5%,2016.csv,2016,58.5%,,
2168,125,Flight Crew,0,0,-,0,100%,2016.csv,2016,-,,
2169,126,Viking,0,0,-,0,100%,2016.csv,2016,-,,
2170,127,M.S. Dhoni: The Untold Story,0,0,6.2%,0,93.8%,2016.csv,2016,6.2%,,
2171,128,Fan,0,0,8.1%,0,91.9%,2016.csv,2016,8.1%,,
2172,129,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",0,0,-,0,100%,2016.csv,2016,-,,
2173,130,Welcome to Germany,0,0,-,0,100%,2016.csv,2016,-,,
2174,131,The Brothers Grimsby,0,0,24.6%,0,75.4%,2016.csv,2016,24.6%,,
2175,132,When Larry Meets Mary,0,0,-,0,100%,2016.csv,2016,-,,
2150,133,Nobunaga Concerto: The Movie,0,0,-,0,100%,2016.csv,2016,-,,
2128,134,Mother's Day,0,0,66.6%,0,33.4%,2016.csv,2016,66.6%,,
2230,135,"From Today, It's My Turn: The Movie",0,0,-,0,100%,2020.csv,2020,-,,
2138,136,The Witch,0,0,62.2%,0,37.8%,2016.csv,2016,62.2%,,
2127,137,Florence Foster Jenkins,0,0,56%,0,44%,2016.csv,2016,56%,,
2129,138,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",0,0,-,0,100%,2016.csv,2016,-,,
2130,139,A Monster Calls,0,0,7.9%,0,92.1%,2016.csv,2016,7.9%,,
2131,140,Risen,0,0,79.4%,0,20.6%,2016.csv,2016,79.4%,,
2132,141,Eddie the Eagle,0,0,34.2%,0,65.8%,2016.csv,2016,34.2%,,
2133,142,Blair Witch,0,0,46%,0,54%,2016.csv,2016,46%,,
2134,143,Boonie Bears: The Big Top Secret,0,0,-,0,100%,2016.csv,2016,-,,
2135,144,Café Society,0,0,25.4%,0,74.6%,2016.csv,2016,25.4%,,
2136,145,League of Gods,0,0,0.4%,0,99.6%,2016.csv,2016,0.4%,,
2137,146,Almost Christmas,0,0,99%,0,1%,2016.csv,2016,99%,,
2139,147,The Wild Life,0,0,20%,0,80%,2016.csv,2016,20%,,
2176,148,Yesterday Once More,0,0,-,0,100%,2016.csv,2016,-,,
2140,149,Love O2O,0,0,-,0,100%,2016.csv,2016,-,,
2141,150,The Forest,0,0,67%,0,33%,2016.csv,2016,67%,,
2142,151,Absolutely Fabulous: The Movie,0,0,12.2%,0,87.8%,2016.csv,2016,12.2%,,
2143,152,My Mom Is a Character 2,0,0,-,0,100%,2016.csv,2016,-,,
2144,153,Masterpiece Mystery: Sherlock: The Abominable Bride,0,0,-,0,100%,2016.csv,2016,-,,
2145,154,"Crouching Tiger, Hidden Dragon: Sword of Destiny",0,0,-,0,100%,2016.csv,2016,-,,
2146,155,Hell or High Water,0,0,71.3%,0,28.7%,2016.csv,2016,71.3%,,
2147,156,Mission Milano,0,0,-,0,100%,2016.csv,2016,-,,
2148,157,The Handmaiden,0,0,5.3%,0,94.7%,2016.csv,2016,5.3%,,
2149,158,Snowden,0,0,57.8%,0,42.2%,2016.csv,2016,57.8%,,
2165,159,Keeping Up with the Joneses,0,0,49.8%,0,50.2%,2016.csv,2016,49.8%,,
2177,160,The Light Between Oceans,0,0,48.3%,0,51.7%,2016.csv,2016,48.3%,,
2218,161,The Call of the Wild,0,0,56.1%,0,43.9%,2020.csv,2020,56.1%,,
2179,162,Mr. Donkey,0,0,1.4%,0,98.6%,2016.csv,2016,1.4%,,
2180,163,Born in China,0,0,55.3%,0,44.7%,2016.csv,2016,55.3%,,
2203,164,"My People, My Homeland",0,0,-,0,100%,2020.csv,2020,-,,
2219,165,Caught in Time,0,0,-,0,100%,2020.csv,2020,-,,
2209,166,Birds of Prey,0,0,41.7%,0,58.3%,2020.csv,2020,41.7%,,
2210,167,Shock Wave 2,0,0,-,0,100%,2020.csv,2020,-,,
2211,168,The Croods: A New Age,0,0,34.6%,0,65.4%,2020.csv,2020,34.6%,,
2212,169,Wonder Woman 1984,0,0,27.9%,0,72.1%,2020.csv,2020,27.9%,,
2213,170,The Sacrifice,0,0,-,0,100%,2020.csv,2020,-,,
2214,171,The Invisible Man,0,0,49.2%,0,50.8%,2020.csv,2020,49.2%,,
2215,172,Onward,0,0,43.4%,0,56.6%,2020.csv,2020,43.4%,,
2216,173,Soul,0,0,-,0,100%,2020.csv,2020,-,,
2206,174,Dolittle,0,0,31.4%,0,68.6%,2020.csv,2020,31.4%,,
2217,175,Warm Hug,0,0,-,0,100%,2020.csv,2020,-,,
2220,176,The Yin-Yang Master: Dream of Eternity,0,0,-,0,100%,2020.csv,2020,-,,
2204,177,Tenet,0,0,16.1%,0,83.9%,2020.csv,2020,16.1%,,
2221,178,Mulan,0,0,-,0,100%,2020.csv,2020,-,,
2222,179,The Rescue,0,0,<0.1%,0,100%,2020.csv,2020,<0.1%,,
2223,180,Love You Forever,0,0,-,0,100%,2020.csv,2020,-,,
2224,181,Greenland,0,0,-,0,100%,2020.csv,2020,-,,
2225,182,Tolo Tolo,0,0,-,0,100%,2020.csv,2020,-,,
2226,183,Vanguard,0,0,1.6%,0,98.4%,2020.csv,2020,1.6%,,
2227,184,Fantasy Island,0,0,55.9%,0,44.1%,2020.csv,2020,55.9%,,
2228,185,The New Mutants,0,0,49.5%,0,50.5%,2020.csv,2020,49.5%,,
2181,186,Race,0,0,76.6%,0,23.4%,2016.csv,2016,76.6%,,
2336,187,Antoinette dans les Cévennes,0,0,-,0,100%,2020.csv,2020,-,,
2178,188,A Beautiful Planet,0,0,60.8%,0,39.2%,2016.csv,2016,60.8%,,
2190,189,Bad Santa 2,0,0,73.8%,0,26.2%,2016.csv,2016,73.8%,,
2207,190,Legend of Deification,0,0,<0.1%,0,99.9%,2020.csv,2020,<0.1%,,
2208,191,A Little Red Flower,0,0,-,0,100%,2020.csv,2020,-,,
2182,192,Call of Heroes,0,0,-,0,100%,2016.csv,2016,-,,
2183,193,Free State of Jones,0,0,83.1%,0,16.9%,2016.csv,2016,83.1%,,
2184,194,Whiskey Tango Foxtrot,0,0,92.4%,0,7.6%,2016.csv,2016,92.4%,,
2185,195,Soulmate,0,0,-,0,100%,2016.csv,2016,-,,
2186,196,The Snow Queen 3: Fire and Ice,0,0,-,0,100%,2016.csv,2016,-,,
2187,197,God's Not Dead 2,0,0,84.8%,0,15.2%,2016.csv,2016,84.8%,,
2188,198,Camping 3,0,0,-,0,100%,2016.csv,2016,-,,
2189,199,The Founder,0,0,53%,0,47%,2016.csv,2016,53%,,
2191,200,Spirits' Homecoming,0,0,0.5%,0,99.5%,2016.csv,2016,0.5%,,
2202,201,Bad Boys for Life,0,0,48.4%,0,51.6%,2020.csv,2020,48.4%,,
2192,202,Silence,0,0,29.8%,0,70.2%,2016.csv,2016,29.8%,,
2193,203,Kevin Hart: What Now?,0,0,100%,0,-,2016.csv,2016,100%,,
2194,204,No manches Frida,0,0,49%,0,51%,2016.csv,2016,49%,,
2195,205,Middle School: The Worst Years of My Life,0,0,85.8%,0,14.2%,2016.csv,2016,85.8%,,
2196,206,Triple 9,0,0,54.5%,0,45.5%,2016.csv,2016,54.5%,,
2197,207,Rock Dog,0,0,40.7%,0,59.3%,2016.csv,2016,40.7%,,
2198,208,The Choice,0,0,81.2%,0,18.8%,2016.csv,2016,81.2%,,
2199,209,Penny Pincher!,0,0,-,0,100%,2016.csv,2016,-,,
2200,210,The Eight Hundred,0,0,<0.1%,0,99.9%,2020.csv,2020,<0.1%,,
2201,211,Demon Slayer: Mugen Train,0,0,9.9%,0,90.1%,2020.csv,2020,9.9%,,
2324,212,Malang,0,0,-,0,100%,2020.csv,2020,-,,
2338,213,The (UN)perfect Guy,0,0,-,0,100%,2020.csv,2020,-,,
1,214,Skyfall,0,0,27.5%,0,72.5%,2012.csv,2012,27.5%,,
2446,215,Serial (Bad) Weddings,0,0,-,0,100%,2014.csv,2014,-,,
2485,216,Deliver Us from Evil,0,0,34.8%,0,65.2%,2014.csv,2014,34.8%,,
2475,217,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,0,66.5%,0,33.5%,2014.csv,2014,66.5%,,
2476,218,Tammy,0,0,84.2%,0,15.8%,2014.csv,2014,84.2%,,
2477,219,PK,0,0,10.6%,0,89.4%,2014.csv,2014,10.6%,,
2478,220,The Continent,0,0,-,0,100%,2014.csv,2014,-,,
2479,221,The Book of Life,0,0,50.3%,0,49.7%,2014.csv,2014,50.3%,,
2480,222,Ode to My Father,0,0,2.3%,0,97.7%,2014.csv,2014,2.3%,,
2481,223,Fleet of Time,0,0,0.6%,0,99.4%,2014.csv,2014,0.6%,,
2482,224,The Man from Macau,0,0,-,0,100%,2014.csv,2014,-,,
2472,225,Birdman or (The Unexpected Virtue of Ignorance),0,0,41%,0,59%,2014.csv,2014,41%,,
2483,226,Paranormal Activity: The Marked Ones,0,0,35.7%,0,64.3%,2014.csv,2014,35.7%,,
2486,227,A Million Ways to Die in the West,0,0,49.5%,0,50.5%,2014.csv,2014,49.5%,,
2470,228,The Breakup Guru,0,0,0.2%,0,99.8%,2014.csv,2014,0.2%,,
2487,229,Step Up All In,0,0,17.3%,0,82.7%,2014.csv,2014,17.3%,,
2488,230,John Wick,0,0,50%,0,50%,2014.csv,2014,50%,,
2489,231,The Judge,0,0,55.8%,0,44.2%,2014.csv,2014,55.8%,,
2490,232,Tiny Times 3.0,0,0,-,0,100%,2014.csv,2014,-,,
2491,233,Gone with the Bullets,0,0,-,0,100%,2014.csv,2014,-,,
2492,234,Muppets Most Wanted,0,0,63.7%,0,36.3%,2014.csv,2014,63.7%,,
2493,235,Spanish Affair,0,0,-,0,100%,2014.csv,2014,-,,
2494,236,If I Stay,0,0,64.5%,0,35.5%,2014.csv,2014,64.5%,,
2484,237,The Hundred-Foot Journey,0,0,60.6%,0,39.4%,2014.csv,2014,60.6%,,
2471,238,Ouija,0,0,49.1%,0,50.9%,2014.csv,2014,49.1%,,
2469,239,Horrible Bosses 2,0,0,50.6%,0,49.4%,2014.csv,2014,50.6%,,
2447,240,The Monkey King Havoc in Heavens Palace,0,0,-,0,100%,2014.csv,2014,-,,
2473,241,Transcendence,0,0,22.3%,0,77.7%,2014.csv,2014,22.3%,,
2445,242,Stand by Me Doraemon,0,0,-,0,100%,2014.csv,2014,-,,
2498,243,My Old Classmate,0,0,-,0,100%,2014.csv,2014,-,,
2448,244,The Grand Budapest Hotel,0,0,34.3%,0,65.7%,2014.csv,2014,34.3%,,
2449,245,Dumb and Dumber To,0,0,50.8%,0,49.2%,2014.csv,2014,50.8%,,
2450,246,Into the Storm,0,0,29.5%,0,70.5%,2014.csv,2014,29.5%,,
2451,247,Unbroken,0,0,71.6%,0,28.4%,2014.csv,2014,71.6%,,
2452,248,The Monuments Men,0,0,50.1%,0,49.9%,2014.csv,2014,50.1%,,
2453,249,Ride Along,0,0,87.4%,0,12.6%,2014.csv,2014,87.4%,,
2454,250,Planes: Fire & Rescue,0,0,40.3%,0,59.7%,2014.csv,2014,40.3%,,
2455,251,The Taking of Tiger Mountain,0,0,0.2%,0,99.8%,2014.csv,2014,0.2%,,
2456,252,The Admiral: Roaring Currents,0,0,1.9%,0,98.1%,2014.csv,2014,1.9%,,
2457,253,Let's Be Cops,0,0,59.6%,0,40.4%,2014.csv,2014,59.6%,,
2458,254,Annie,0,0,62.8%,0,37.2%,2014.csv,2014,62.8%,,
2459,255,Jack Ryan: Shadow Recruit,0,0,37.3%,0,62.7%,2014.csv,2014,37.3%,,
2460,256,Blended,0,0,36.2%,0,63.8%,2014.csv,2014,36.2%,,
2461,257,Sex Tape,0,0,30.6%,0,69.4%,2014.csv,2014,30.6%,,
2462,258,The Theory of Everything,0,0,29%,0,71%,2014.csv,2014,29%,,
2463,259,The Nut Job,0,0,53.2%,0,46.8%,2014.csv,2014,53.2%,,
2464,260,Pompeii,0,0,19.7%,0,80.3%,2014.csv,2014,19.7%,,
2465,261,Seventh Son,0,0,15.1%,0,84.9%,2014.csv,2014,15.1%,,
2466,262,The Purge: Anarchy,0,0,64.3%,0,35.7%,2014.csv,2014,64.3%,,
2467,263,"Dad, Where Are We Going?",0,0,-,0,100%,2014.csv,2014,-,,
2468,264,The Boxtrolls,0,0,47%,0,53%,2014.csv,2014,47%,,
2495,265,Head Full of Honey,0,0,-,0,100%,2014.csv,2014,-,,
2496,266,"I, Frankenstein",0,0,24.8%,0,75.2%,2014.csv,2014,24.8%,,
2526,267,About Last Night,0,0,96.4%,0,3.6%,2014.csv,2014,96.4%,,
2443,268,The Equalizer,0,0,52.8%,0,47.2%,2014.csv,2014,52.8%,,
2527,269,Dearest 2014 Re-release,0,0,-,0,100%,2014.csv,2014,-,,
2538,270,The Great Hypnotist,0,0,-,0,100%,2014.csv,2014,-,,
2528,271,Whiplash,0,0,26.7%,0,73.3%,2014.csv,2014,26.7%,,
2529,272,Chef,0,0,64.9%,0,35.1%,2014.csv,2014,64.9%,,
2530,273,Boyhood,0,0,52.7%,0,47.3%,2014.csv,2014,52.7%,,
2531,274,Coming Home,0,0,0.8%,0,99.2%,2014.csv,2014,0.8%,,
2532,275,Beauty and the Beast,0,0,-,0,100%,2014.csv,2014,-,,
2533,276,Nightcrawler,0,0,68.3%,0,31.7%,2014.csv,2014,68.3%,,
2534,277,Earth to Echo,0,0,85.2%,0,14.8%,2014.csv,2014,85.2%,,
2535,278,That Awkward Moment,0,0,57.1%,0,42.9%,2014.csv,2014,57.1%,,
2525,279,Magic in the Moonlight,0,0,20.7%,0,79.3%,2014.csv,2014,20.7%,,
2536,280,Love on the Cloud,0,0,0.6%,0,99.4%,2014.csv,2014,0.6%,,
2539,281,Kick,0,0,5.6%,0,94.4%,2014.csv,2014,5.6%,,
2523,282,Rurouni Kenshin Part II: Kyoto Inferno,0,0,-,0,100%,2014.csv,2014,-,,
2540,283,Asterix and Obelix: Mansion of the Gods,0,0,-,0,100%,2014.csv,2014,-,,
2541,284,Thermae Romae II,0,0,-,0,100%,2014.csv,2014,-,,
2542,285,Bang Bang,0,0,6.1%,0,93.9%,2014.csv,2014,6.1%,,
2543,286,Detective Conan: The Sniper from Another Dimension,0,0,-,0,100%,2014.csv,2014,-,,
2544,287,Rurouni Kenshin Part III: The Legend Ends,0,0,-,0,100%,2014.csv,2014,-,,
2545,288,"As Above, So Below",0,0,50.9%,0,49.1%,2014.csv,2014,50.9%,,
2546,289,This Is Where I Leave You,0,0,83%,0,17%,2014.csv,2014,83%,,
2547,290,Bears and Lola,0,0,-,0,100%,2014.csv,2014,-,,
2537,291,Oculus,0,0,62.3%,0,37.7%,2014.csv,2014,62.3%,,
2524,292,Wild,0,0,72.2%,0,27.8%,2014.csv,2014,72.2%,,
2522,293,3 Days to Kill,0,0,57.6%,0,42.4%,2014.csv,2014,57.6%,,
2499,294,The Bélier Family,0,0,-,0,100%,2014.csv,2014,-,,
2500,295,Brick Mansions,0,0,28.6%,0,71.4%,2014.csv,2014,28.6%,,
2511,296,The Inbetweeners 2,0,0,-,0,100%,2014.csv,2014,-,,
2501,297,Son of God,0,0,84.3%,0,15.7%,2014.csv,2014,84.3%,,
2502,298,Think Like a Man Too,0,0,92.9%,0,7.1%,2014.csv,2014,92.9%,,
2503,299,Jersey Boys,0,0,69.5%,0,30.5%,2014.csv,2014,69.5%,,
2504,300,The Giver,0,0,67.3%,0,32.7%,2014.csv,2014,67.3%,,
2505,301,Selma,0,0,78%,0,22%,2014.csv,2014,78%,,
2506,302,Beijing Love Story,0,0,0.7%,0,99.3%,2014.csv,2014,0.7%,,
2507,303,The House That Never Dies,0,0,-,0,100%,2014.csv,2014,-,,
2508,304,The Pirates,0,0,0.6%,0,99.4%,2014.csv,2014,0.6%,,
2509,305,God's Not Dead,0,0,94%,0,6%,2014.csv,2014,94%,,
2510,306,The Pirate Fairy,0,0,-,0,100%,2014.csv,2014,-,,
2512,307,Begin Again,0,0,25.5%,0,74.5%,2014.csv,2014,25.5%,,
2444,308,Breakup Buddies,0,0,0.4%,0,99.6%,2014.csv,2014,0.4%,,
2513,309,The White Haired Witch of Lunar Kingdom,0,0,-,0,100%,2014.csv,2014,-,,
2514,310,The Walk,0,0,16.6%,0,83.4%,2014.csv,2014,16.6%,,
2515,311,Miss Granny,0,0,-,0,100%,2014.csv,2014,-,,
2516,312,A Walk Among the Tombstones,0,0,44.7%,0,55.3%,2014.csv,2014,44.7%,,
2517,313,Dolphin Tale 2,0,0,72.7%,0,27.3%,2014.csv,2014,72.7%,,
2518,314,St. Vincent,0,0,80.5%,0,19.5%,2014.csv,2014,80.5%,,
2519,315,No Good Deed,0,0,96.7%,0,3.3%,2014.csv,2014,96.7%,,
2520,316,Overheard 3,0,0,-,0,100%,2014.csv,2014,-,,
2521,317,Supercondriaque,0,0,-,0,100%,2014.csv,2014,-,,
2497,318,Crimson Peak,0,0,41.6%,0,58.4%,2014.csv,2014,41.6%,,
2474,319,Heaven Is for Real,0,0,89.7%,0,10.3%,2014.csv,2014,89.7%,,
2442,320,The Other Woman,0,0,42.7%,0,57.3%,2014.csv,2014,42.7%,,
2367,321,Twiceborn,0,0,0.2%,0,99.8%,2020.csv,2020,0.2%,,
2390,322,The Tales for Old and Young,0,0,-,0,100%,2020.csv,2020,-,,
2362,323,Hotel Belgrade,0,0,-,0,100%,2020.csv,2020,-,,
2378,324,Love Aaj Kal,0,0,-,0,100%,2020.csv,2020,-,,
