index,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Dosemtic %,Foreign %,Domestic %
1454,2652,Dawn of the Dead,0,0,57.7%,0,42.3%,2004.csv,2004,57.7%,,
1455,2653,Kung Fu Hustle,0,0,17%,0,83%,2004.csv,2004,17%,,
1456,2654,Ladder 49,0,0,74.1%,0,25.9%,2004.csv,2004,74.1%,,
1457,2655,Hellboy,0,0,60%,0,40%,2004.csv,2004,60%,,
1458,2656,The Butterfly Effect,0,0,59.9%,0,40.1%,2004.csv,2004,59.9%,,
1304,2657,12 Strong,0,0,67.9%,0,32.1%,2018.csv,2018,67.9%,,
1305,2658,"Love, Simon",0,0,61.6%,0,38.4%,2018.csv,2018,61.6%,,
1354,2659,T-34,0,0,-,0,100%,2018.csv,2018,-,,
1301,2660,Second Act,0,0,54.3%,0,45.7%,2018.csv,2018,54.3%,,
1274,2661,I Feel Pretty,0,0,51.6%,0,48.4%,2018.csv,2018,51.6%,,
1300,2662,Amazing China,0,0,-,0,100%,2018.csv,2018,-,,
1306,2663,Mile 22,0,0,54.5%,0,45.5%,2018.csv,2018,54.5%,,
1307,2664,Life of the Party,0,0,80.6%,0,19.4%,2018.csv,2018,80.6%,,
1308,2665,L Storm,0,0,-,0,100%,2018.csv,2018,-,,
1309,2666,Capernaum,0,0,2.6%,0,97.4%,2018.csv,2018,2.6%,,
1310,2667,Isle of Dogs,0,0,49.8%,0,50.2%,2018.csv,2018,49.8%,,
1311,2668,Andhadhun,0,0,1.9%,0,98.1%,2018.csv,2018,1.9%,,
1312,2669,Adrift,0,0,52.5%,0,47.5%,2018.csv,2018,52.5%,,
1313,2670,The 15:17 to Paris,0,0,63.6%,0,36.4%,2018.csv,2018,63.6%,,
1303,2671,Shoplifters,0,0,4.9%,0,95.1%,2018.csv,2018,4.9%,,
1314,2672,A or B,0,0,-,0,100%,2018.csv,2018,-,,
1316,2673,Early Man,0,0,15.1%,0,84.9%,2018.csv,2018,15.1%,,
1317,2674,Peppermint,0,0,65.7%,0,34.3%,2018.csv,2018,65.7%,,
1318,2675,Teen Titans GO! To the Movies,0,0,57.2%,0,42.8%,2018.csv,2018,57.2%,,
1319,2676,Slender Man,0,0,59.1%,0,40.9%,2018.csv,2018,59.1%,,
1320,2677,Breaking In,0,0,91.1%,0,8.9%,2018.csv,2018,91.1%,,
1321,2678,Cry Me a Sad River,0,0,-,0,100%,2018.csv,2018,-,,
1322,2679,Simmba,0,0,9.9%,0,90.1%,2018.csv,2018,9.9%,,
1323,2680,Once Upon a Deadpool 2018 Re-release,0,0,11.9%,0,88.1%,2018.csv,2018,11.9%,,
1324,2681,Family is Family,0,0,-,0,100%,2018.csv,2018,-,,
1325,2682,Death Wish,0,0,68.6%,0,31.4%,2018.csv,2018,68.6%,,
1315,2683,Go Brother!,0,0,-,0,100%,2018.csv,2018,-,,
1277,2684,Goosebumps 2: Haunted Halloween,0,0,50%,0,50%,2018.csv,2018,50%,,
1279,2685,Overboard,0,0,55.1%,0,44.9%,2018.csv,2018,55.1%,,
1327,2686,Golden Job,0,0,0.6%,0,99.4%,2018.csv,2018,0.6%,,
1289,2687,Den of Thieves,0,0,55.8%,0,44.2%,2018.csv,2018,55.8%,,
1278,2688,Shadow,0,0,0.6%,0,99.4%,2018.csv,2018,0.6%,,
1280,2689,Sherlock Gnomes,0,0,47.8%,0,52.2%,2018.csv,2018,47.8%,,
1281,2690,Detective Dee: The Four Heavenly Kings,0,0,0.3%,0,99.7%,2018.csv,2018,0.3%,,
1282,2691,"Hello, Mrs. Money",0,0,-,0,100%,2018.csv,2018,-,,
1283,2692,Robin Hood,0,0,35.6%,0,64.4%,2018.csv,2018,35.6%,,
1284,2693,I Can Only Imagine,0,0,97%,0,3%,2018.csv,2018,97%,,
1285,2694,Hidden Man,0,0,-,0,100%,2018.csv,2018,-,,
1286,2695,Mortal Engines,0,0,19.1%,0,80.9%,2018.csv,2018,19.1%,,
1287,2696,Partment: The Movie,0,0,-,0,100%,2018.csv,2018,-,,
1288,2697,Doraemon the Movie: Nobita's Treasure Island,0,0,-,0,100%,2018.csv,2018,-,,
1290,2698,Hereditary,0,0,54.9%,0,45.1%,2018.csv,2018,54.9%,,
1380,2699,The Faces of My Gene,0,0,-,0,100%,2018.csv,2018,-,,
1291,2700,Code Blue the Movie,0,0,-,0,100%,2018.csv,2018,-,,
1292,2701,Tag,0,0,70.1%,0,29.9%,2018.csv,2018,70.1%,,
1293,2702,Sanju,0,0,10.3%,0,89.7%,2018.csv,2018,10.3%,,
1294,2703,Vice,0,0,62.9%,0,37.1%,2018.csv,2018,62.9%,,
1295,2704,Widows,0,0,55.8%,0,44.2%,2018.csv,2018,55.8%,,
1296,2705,Sicario: Day of the Soldado,0,0,66%,0,34%,2018.csv,2018,66%,,
1297,2706,Searching,0,0,34.5%,0,65.5%,2018.csv,2018,34.5%,,
1298,2707,The Spy Who Dumped Me,0,0,44.6%,0,55.4%,2018.csv,2018,44.6%,,
1299,2708,Animal World,0,0,-,0,100%,2018.csv,2018,-,,
1326,2709,The Magic Tuche,0,0,-,0,100%,2018.csv,2018,-,,
1302,2710,Spirited Away 2018 Re-release,0,0,1.7%,0,98.3%,2018.csv,2018,1.7%,,
1329,2711,Uncle Drew,0,0,91%,0,9%,2018.csv,2018,91%,,
1355,2712,Mia and the White Lion,0,0,1.1%,0,98.9%,2018.csv,2018,1.1%,,
1357,2713,The Hate U Give,0,0,85.1%,0,14.9%,2018.csv,2018,85.1%,,
1331,2714,Asterix: The Secret of the Magic Potion,0,0,2.8%,0,97.2%,2018.csv,2018,2.8%,,
1330,2715,Acrimony,0,0,93.8%,0,6.2%,2018.csv,2018,93.8%,,
1370,2716,Free Solo,0,0,59.8%,0,40.2%,2018.csv,2018,59.8%,,
1360,2717,The Hurricane Heist,0,0,18.8%,0,81.2%,2018.csv,2018,18.8%,,
1361,2718,All About Me,0,0,-,0,100%,2018.csv,2018,-,,
1362,2719,Bad Times at the El Royale,0,0,56%,0,44%,2018.csv,2018,56%,,
1363,2720,Hunter Killer,0,0,49.8%,0,50.2%,2018.csv,2018,49.8%,,
1364,2721,Super Troopers 2,0,0,96.8%,0,3.2%,2018.csv,2018,96.8%,,
1365,2722,The Strangers: Prey at Night,0,0,79.2%,0,20.8%,2018.csv,2018,79.2%,,
1366,2723,Gintama 2: Rules are Made to be Broken,0,0,-,0,100%,2018.csv,2018,-,,
1356,2724,The Girl in the Spider's Web,0,0,42.2%,0,57.8%,2018.csv,2018,42.2%,,
1367,2725,The Way of the Bug,0,0,-,0,100%,2018.csv,2018,-,,
1369,2726,Ice,0,0,-,0,100%,2018.csv,2018,-,,
1371,2727,Dark Figure of Crime,0,0,-,0,100%,2018.csv,2018,-,,
1353,2728,Nothing to Lose,0,0,2.8%,0,97.2%,2018.csv,2018,2.8%,,
1372,2729,Pad Man,0,0,5.8%,0,94.2%,2018.csv,2018,5.8%,,
1373,2730,Mirai,0,0,2.8%,0,97.2%,2018.csv,2018,2.8%,,
1374,2731,Default,0,0,0.7%,0,99.3%,2018.csv,2018,0.7%,,
1375,2732,One Cut of the Dead,0,0,0.2%,0,99.8%,2018.csv,2018,0.2%,,
1376,2733,The Happytime Murders,0,0,75.3%,0,24.7%,2018.csv,2018,75.3%,,
1377,2734,Midnight Sun,0,0,34.9%,0,65.1%,2018.csv,2018,34.9%,,
1378,2735,VIP Policeman,0,0,-,0,100%,2018.csv,2018,-,,
1368,2736,Clergy,0,0,-,0,100%,2018.csv,2018,-,,
1332,2737,Bajrangi Bhaijaan 2018 Re-release,0,0,-,0,100%,2018.csv,2018,-,,
1487,2738,Sky Captain and the World of Tomorrow,0,0,65.2%,0,34.8%,2004.csv,2004,65.2%,,
1486,2739,In Good Company,0,0,74.7%,0,25.3%,2004.csv,2004,74.7%,,
1341,2740,Holmes & Watson,0,0,75.6%,0,24.4%,2018.csv,2018,75.6%,,
1358,2741,Nobody's Fool,0,0,94.1%,0,5.9%,2018.csv,2018,94.1%,,
1359,2742,Baaghi 2,0,0,4%,0,96%,2018.csv,2018,4%,,
1333,2743,Winchester,0,0,57%,0,43%,2018.csv,2018,57%,,
1334,2744,Annihilation,0,0,76%,0,24%,2018.csv,2018,76%,,
1335,2745,The Possession of Hannah Grace,0,0,34.5%,0,65.5%,2018.csv,2018,34.5%,,
1336,2746,Long Day's Journey Into Night,0,0,1.2%,0,98.8%,2018.csv,2018,1.2%,,
1337,2747,Overlord,0,0,52.1%,0,47.9%,2018.csv,2018,52.1%,,
1338,2748,The Great Battle,0,0,1.1%,0,98.9%,2018.csv,2018,1.1%,,
1339,2749,The Darkest Minds,0,0,30.9%,0,69.1%,2018.csv,2018,30.9%,,
1340,2750,"Lost, Found",0,0,-,0,100%,2018.csv,2018,-,,
1342,2751,Intimate Strangers,0,0,-,0,100%,2018.csv,2018,-,,
1328,2752,Mary Queen of Scots,0,0,35.3%,0,64.7%,2018.csv,2018,35.3%,,
1343,2753,Thugs of Hindostan,0,0,3.7%,0,96.3%,2018.csv,2018,3.7%,,
1344,2754,Sink or Swim,0,0,-,0,100%,2018.csv,2018,-,,
1345,2755,Show Dogs,0,0,45.6%,0,54.4%,2018.csv,2018,45.6%,,
1346,2756,Believer,0,0,0.9%,0,99.1%,2018.csv,2018,0.9%,,
1347,2757,The Spy Gone North,0,0,1.3%,0,98.7%,2018.csv,2018,1.3%,,
1348,2758,On the Basis of Sex,0,0,63.7%,0,36.3%,2018.csv,2018,63.7%,,
1349,2759,Taxi 5,0,0,-,0,100%,2018.csv,2018,-,,
1350,2760,Fat Buddies,0,0,-,0,100%,2018.csv,2018,-,,
1351,2761,Till The End Of The World,0,0,0.3%,0,99.7%,2018.csv,2018,0.3%,,
1352,2762,2.0,0,0,11.2%,0,88.8%,2018.csv,2018,11.2%,,
1461,2763,The Manchurian Candidate,0,0,68.6%,0,31.4%,2004.csv,2004,68.6%,,
1488,2764,Cellular,0,0,55.5%,0,44.5%,2004.csv,2004,55.5%,,
1623,2765,The SpongeBob Movie: Sponge Out of Water,0,0,50.1%,0,49.9%,2015.csv,2015,50.1%,,
1648,2766,Ip Man 3,0,0,1.7%,0,98.3%,2015.csv,2015,1.7%,,
1596,2767,Naruto the Movie: Ninja Clash in the Land of Snow,0,0,-,0,100%,2004.csv,2004,-,,
1636,2768,Tomorrowland,0,0,44.7%,0,55.3%,2015.csv,2015,44.7%,,
1626,2769,Pitch Perfect 2,0,0,64.2%,0,35.8%,2015.csv,2015,64.2%,,
1627,2770,Mojin: The Lost Legend,0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1628,2771,Lost in Hong Kong,0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1629,2772,The Peanuts Movie,0,0,52.9%,0,47.1%,2015.csv,2015,52.9%,,
1630,2773,Pixels,0,0,32.2%,0,67.8%,2015.csv,2015,32.2%,,
1631,2774,Daddy's Home,0,0,61.9%,0,38.1%,2015.csv,2015,61.9%,,
1632,2775,Spy,0,0,47%,0,53%,2015.csv,2015,47%,,
1622,2776,Taken 3,0,0,27.3%,0,72.7%,2015.csv,2015,27.3%,,
1633,2777,Alvin and the Chipmunks: The Road Chip,0,0,36.6%,0,63.4%,2015.csv,2015,36.6%,,
1635,2778,Ted 2,0,0,37.7%,0,62.3%,2015.csv,2015,37.7%,,
1637,2779,Everest,0,0,21.4%,0,78.6%,2015.csv,2015,21.4%,,
1619,2780,Home,0,0,46%,0,54%,2015.csv,2015,46%,,
1638,2781,Straight Outta Compton,0,0,79.9%,0,20.1%,2015.csv,2015,79.9%,,
1639,2782,The Intern,0,0,38.9%,0,61.1%,2015.csv,2015,38.9%,,
1640,2783,Jian Bing Man,0,0,-,0,100%,2015.csv,2015,-,,
1641,2784,Jupiter Ascending,0,0,25.8%,0,74.2%,2015.csv,2015,25.8%,,
1642,2785,Creed,0,0,63.2%,0,36.8%,2015.csv,2015,63.2%,,
1643,2786,Fantastic Four,0,0,33.4%,0,66.6%,2015.csv,2015,33.4%,,
1644,2787,Bridge of Spies,0,0,43.7%,0,56.3%,2015.csv,2015,43.7%,,
1634,2788,Goodbye Mr. Loser,0,0,0.6%,0,99.4%,2015.csv,2015,0.6%,,
1621,2789,The Good Dinosaur,0,0,37.1%,0,62.9%,2015.csv,2015,37.1%,,
1597,2790,Head-On,0,0,3.9%,0,96.1%,2004.csv,2004,3.9%,,
1598,2791,District B13,0,0,10.9%,0,89.1%,2004.csv,2004,10.9%,,
1646,2792,Focus,0,0,33.9%,0,66.1%,2015.csv,2015,33.9%,,
1608,2793,The Hunger Games: Mockingjay - Part 2,0,0,42.8%,0,57.2%,2015.csv,2015,42.8%,,
1676,2794,Devil and Angel,0,0,0.1%,0,99.9%,2015.csv,2015,0.1%,,
1599,2795,The Perfect Score,0,0,95.3%,0,4.7%,2004.csv,2004,95.3%,,
1600,2796,Star Wars: Episode VII - The Force Awakens,0,0,45.3%,0,54.7%,2015.csv,2015,45.3%,,
1601,2797,Jurassic World,0,0,39%,0,61%,2015.csv,2015,39%,,
1602,2798,Furious 7,0,0,23.3%,0,76.7%,2015.csv,2015,23.3%,,
1603,2799,Avengers: Age of Ultron,0,0,32.7%,0,67.3%,2015.csv,2015,32.7%,,
1604,2800,Minions,0,0,29%,0,71%,2015.csv,2015,29%,,
1605,2801,Spectre,0,0,22.7%,0,77.3%,2015.csv,2015,22.7%,,
1606,2802,Inside Out,0,0,41.6%,0,58.4%,2015.csv,2015,41.6%,,
1607,2803,Mission: Impossible - Rogue Nation,0,0,28.6%,0,71.4%,2015.csv,2015,28.6%,,
1609,2804,The Martian,0,0,36.2%,0,63.8%,2015.csv,2015,36.2%,,
1595,2805,Connie and Carla,0,0,71.3%,0,28.7%,2004.csv,2004,71.3%,,
1610,2806,Fifty Shades of Grey,0,0,29.2%,0,70.8%,2015.csv,2015,29.2%,,
1611,2807,Cinderella,0,0,37.1%,0,62.9%,2015.csv,2015,37.1%,,
1612,2808,The Revenant,0,0,34.5%,0,65.5%,2015.csv,2015,34.5%,,
1613,2809,Ant-Man,0,0,34.7%,0,65.3%,2015.csv,2015,34.7%,,
1614,2810,Hotel Transylvania 2,0,0,35.7%,0,64.3%,2015.csv,2015,35.7%,,
1615,2811,San Andreas,0,0,32.7%,0,67.3%,2015.csv,2015,32.7%,,
1616,2812,Terminator Genisys,0,0,20.4%,0,79.6%,2015.csv,2015,20.4%,,
1617,2813,Kingsman: The Secret Service,0,0,31%,0,69%,2015.csv,2015,31%,,
1618,2814,Monster Hunt,0,0,<0.1%,0,100%,2015.csv,2015,<0.1%,,
1645,2815,From Vegas to Macau II,0,0,-,0,100%,2015.csv,2015,-,,
1620,2816,Mad Max: Fury Road,0,0,41%,0,59%,2015.csv,2015,41%,,
1677,2817,The Visit,0,0,66.2%,0,33.8%,2015.csv,2015,66.2%,,
1516,2818,Johnson Family Vacation,0,0,99.6%,0,0.4%,2004.csv,2004,99.6%,,
1592,2819,The Cookout,0,0,98.4%,0,1.6%,2004.csv,2004,98.4%,,
1649,2820,The Hateful Eight,0,0,34.7%,0,65.3%,2015.csv,2015,34.7%,,
1689,2821,Suck Me Shakespeer 2,0,0,-,0,100%,2015.csv,2015,-,,
1679,2822,Assassination,0,0,2%,0,98%,2015.csv,2015,2%,,
1680,2823,Poltergeist,0,0,49.7%,0,50.3%,2015.csv,2015,49.7%,,
1681,2824,Veteran,0,0,1.3%,0,98.7%,2015.csv,2015,1.3%,,
1682,2825,In the Heart of the Sea,0,0,26.6%,0,73.4%,2015.csv,2015,26.6%,,
1683,2826,Kill Zone 2,0,0,<0.1%,0,100%,2015.csv,2015,<0.1%,,
1684,2827,Southpaw,0,0,57%,0,43%,2015.csv,2015,57%,,
1685,2828,The Second Best Exotic Marigold Hotel,0,0,38.5%,0,61.5%,2015.csv,2015,38.5%,,
1675,2829,Spotlight,0,0,45.7%,0,54.3%,2015.csv,2015,45.7%,,
1686,2830,Paper Towns,0,0,37.4%,0,62.6%,2015.csv,2015,37.4%,,
1688,2831,Our Times,0,0,-,0,100%,2015.csv,2015,-,,
1690,2832,Hitman: Agent 47,0,0,27.3%,0,72.7%,2015.csv,2015,27.3%,,
1672,2833,Chappie,0,0,30.7%,0,69.3%,2015.csv,2015,30.7%,,
1691,2834,Wolf Warrior,0,0,-,0,100%,2015.csv,2015,-,,
1692,2835,Go Away Mr. Tumor,0,0,0.4%,0,99.6%,2015.csv,2015,0.4%,,
1693,2836,The Wedding Ringer,0,0,80.8%,0,19.2%,2015.csv,2015,80.8%,,
1694,2837,Paranormal Activity: The Ghost Dimension,0,0,23.2%,0,76.8%,2015.csv,2015,23.2%,,
1695,2838,The Left Ear,0,0,-,0,100%,2015.csv,2015,-,,
1696,2839,Tiny Times 4.0,0,0,-,0,100%,2015.csv,2015,-,,
1697,2840,Bajrangi Bhaijaan,0,0,10.8%,0,89.2%,2015.csv,2015,10.8%,,
1687,2841,Sicario,0,0,55.2%,0,44.8%,2015.csv,2015,55.2%,,
1674,2842,Black Mass,0,0,62.7%,0,37.3%,2015.csv,2015,62.7%,,
1650,2843,Monkey King: Hero Is Back,0,0,-,0,100%,2015.csv,2015,-,,
1651,2844,Gods of Egypt,0,0,20.7%,0,79.3%,2015.csv,2015,20.7%,,
1593,2845,Layer Cake,0,0,19.7%,0,80.3%,2004.csv,2004,19.7%,,
1661,2846,Dragon Blade,0,0,<0.1%,0,99.9%,2015.csv,2015,<0.1%,,
1678,2847,The Little Prince,0,0,1.4%,0,98.6%,2015.csv,2015,1.4%,,
1652,2848,The Last Witch Hunter,0,0,18.6%,0,81.4%,2015.csv,2015,18.6%,,
1653,2849,Trainwreck,0,0,78.3%,0,21.7%,2015.csv,2015,78.3%,,
1654,2850,Mr. Six,0,0,1%,0,99%,2015.csv,2015,1%,,
1655,2851,Point Break,0,0,21.5%,0,78.5%,2015.csv,2015,21.5%,,
1656,2852,The Big Short,0,0,52.7%,0,47.3%,2015.csv,2015,52.7%,,
1657,2853,Pan,0,0,27.3%,0,72.7%,2015.csv,2015,27.3%,,
1658,2854,Detective Chinatown,0,0,0.4%,0,99.6%,2015.csv,2015,0.4%,,
1659,2855,Wolf Totem,0,0,0.2%,0,99.8%,2015.csv,2015,0.2%,,
1660,2856,Ride Along 2,0,0,73.2%,0,26.8%,2015.csv,2015,73.2%,,
1662,2857,Magic Mike XXL,0,0,56%,0,44%,2015.csv,2015,56%,,
1594,2858,Suspect Zero,0,0,76.4%,0,23.6%,2004.csv,2004,76.4%,,
1663,2859,Insidious: Chapter 3,0,0,46.2%,0,53.8%,2015.csv,2015,46.2%,,
1664,2860,Get Hard,0,0,80.9%,0,19.1%,2015.csv,2015,80.9%,,
1665,2861,The 5th Wave,0,0,31.8%,0,68.2%,2015.csv,2015,31.8%,,
1666,2862,Paul Blart: Mall Cop 2,0,0,66%,0,34%,2015.csv,2015,66%,,
1667,2863,Vacation,0,0,54.9%,0,45.1%,2015.csv,2015,54.9%,,
1668,2864,The Man from U.N.C.L.E.,0,0,42.5%,0,57.5%,2015.csv,2015,42.5%,,
1669,2865,Chronicles of the Ghostly Tribe,0,0,-,0,100%,2015.csv,2015,-,,
1670,2866,Shaun the Sheep Movie,0,0,18.2%,0,81.8%,2015.csv,2015,18.2%,,
1671,2867,Sisters,0,0,82.9%,0,17.1%,2015.csv,2015,82.9%,,
1647,2868,Goosebumps,0,0,50.6%,0,49.4%,2015.csv,2015,50.6%,,
1625,2869,The Divergent Series: Insurgent,0,0,43.8%,0,56.2%,2015.csv,2015,43.8%,,
1518,2870,Godsend,0,0,47.7%,0,52.3%,2004.csv,2004,47.7%,,
1624,2871,Maze Runner: The Scorch Trials,0,0,26.2%,0,73.8%,2015.csv,2015,26.2%,,
1541,2872,Wicker Park,0,0,60.3%,0,39.7%,2004.csv,2004,60.3%,,
1489,2873,The Motorcycle Diaries,0,0,29.1%,0,70.9%,2004.csv,2004,29.1%,,
1529,2874,Bride & Prejudice,0,0,26.7%,0,73.3%,2004.csv,2004,26.7%,,
1519,2875,Shaun of the Dead,0,0,45%,0,55%,2004.csv,2004,45%,,
1520,2876,Yu-Gi-Oh!: The Movie - Pyramid of Light,0,0,67.8%,0,32.2%,2004.csv,2004,67.8%,,
1521,2877,Agent Cody Banks 2: Destination London,0,0,82%,0,18%,2004.csv,2004,82%,,
1522,2878,Thunderbirds,0,0,24.3%,0,75.7%,2004.csv,2004,24.3%,,
1523,2879,Dirty Dancing: Havana Nights,0,0,51.2%,0,48.8%,2004.csv,2004,51.2%,,
1524,2880,Ella Enchanted,0,0,83.7%,0,16.3%,2004.csv,2004,83.7%,,
1525,2881,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,0,0,-,0,100%,2004.csv,2004,-,,
1515,2882,Night Watch,0,0,-,0,100%,2004.csv,2004,-,,
1526,2883,The Whole Ten Yards,0,0,62.4%,0,37.6%,2004.csv,2004,62.4%,,
1528,2884,Seed of Chucky,0,0,68.8%,0,31.2%,2004.csv,2004,68.8%,,
1530,2885,Podium,0,0,-,0,100%,2004.csv,2004,-,,
1512,2886,Pokémon the Movie: Destiny Deoxys,0,0,-,0,100%,2004.csv,2004,-,,
1531,2887,Harold & Kumar Go to White Castle,0,0,76.2%,0,23.8%,2004.csv,2004,76.2%,,
1532,2888,Birth,0,0,21.3%,0,78.7%,2004.csv,2004,21.3%,,
1533,2889,Christmas in Love,0,0,-,0,100%,2004.csv,2004,-,,
1534,2890,Detective Conan: Magician of the Silver Sky,0,0,-,0,100%,2004.csv,2004,-,,
1535,2891,EuroTrip,0,0,78.6%,0,21.4%,2004.csv,2004,78.6%,,
1536,2892,Quill: The Life of a Guide Dog,0,0,-,0,100%,2004.csv,2004,-,,
1537,2893,NASCAR: The IMAX Experience,0,0,97%,0,3%,2004.csv,2004,97%,,
1527,2894,The Alamo,0,0,86.8%,0,13.2%,2004.csv,2004,86.8%,,
1514,2895,Confessions of a Teenage Drama Queen,0,0,88.2%,0,11.8%,2004.csv,2004,88.2%,,
1490,2896,Seven Dwarves,0,0,-,0,100%,2004.csv,2004,-,,
1491,2897,Walking Tall,0,0,81.2%,0,18.8%,2004.csv,2004,81.2%,,
1540,2898,Mr. 3000,0,0,99.9%,0,0.1%,2004.csv,2004,99.9%,,
1501,2899,The Sea Inside,0,0,4.8%,0,95.2%,2004.csv,2004,4.8%,,
1569,2900,Surviving Christmas,0,0,77.1%,0,22.9%,2004.csv,2004,77.1%,,
1492,2901,Spanglish,0,0,77%,0,23%,2004.csv,2004,77%,,
1493,2902,The Punisher,0,0,61.8%,0,38.2%,2004.csv,2004,61.8%,,
1494,2903,Open Water,0,0,56%,0,44%,2004.csv,2004,56%,,
1495,2904,Team America: World Police,0,0,64.5%,0,35.5%,2004.csv,2004,64.5%,,
1496,2905,You Got Served,0,0,79.8%,0,20.2%,2004.csv,2004,79.8%,,
1497,2906,Raising Helen,0,0,75.4%,0,24.6%,2004.csv,2004,75.4%,,
1498,2907,Fat Albert,0,0,99.1%,0,0.9%,2004.csv,2004,99.1%,,
1499,2908,Be with You,0,0,-,0,100%,2004.csv,2004,-,,
1500,2909,Napoleon Dynamite,0,0,96.6%,0,3.4%,2004.csv,2004,96.6%,,
1502,2910,Wimbledon,0,0,40.8%,0,59.2%,2004.csv,2004,40.8%,,
1539,2911,Do You Know Claudia?,0,0,-,0,100%,2004.csv,2004,-,,
1503,2912,Twisted,0,0,61.5%,0,38.5%,2004.csv,2004,61.5%,,
1504,2913,Bad Education,0,0,12.9%,0,87.1%,2004.csv,2004,12.9%,,
1505,2914,Crimson Rivers 2: Angels of the Apocalypse,0,0,0.4%,0,99.6%,2004.csv,2004,0.4%,,
1506,2915,The Prince and Me,0,0,74.8%,0,25.2%,2004.csv,2004,74.8%,,
1507,2916,Garden State,0,0,74.8%,0,25.2%,2004.csv,2004,74.8%,,
1508,2917,Jersey Girl,0,0,71.2%,0,28.8%,2004.csv,2004,71.2%,,
1509,2918,Alfie,0,0,38.2%,0,61.8%,2004.csv,2004,38.2%,,
1510,2919,Flight of the Phoenix,0,0,60%,0,40%,2004.csv,2004,60%,,
1511,2920,The Life Aquatic with Steve Zissou,0,0,69%,0,31%,2004.csv,2004,69%,,
1538,2921,Little Black Book,0,0,93.9%,0,6.1%,2004.csv,2004,93.9%,,
1513,2922,Hotel Rwanda,0,0,69.4%,0,30.6%,2004.csv,2004,69.4%,,
1570,2923,The Last Trapper,0,0,-,0,100%,2004.csv,2004,-,,
1276,2924,BlacKkKlansman,0,0,52.8%,0,47.2%,2018.csv,2018,52.8%,,
1517,2925,The Girl Next Door,0,0,48%,0,52%,2004.csv,2004,48%,,
1565,2926,"Nin x Nin: Ninja Hattori-kun, the Movie",0,0,-,0,100%,2004.csv,2004,-,,
1582,2927,RRRrrrr!!!,0,0,0.4%,0,99.6%,2004.csv,2004,0.4%,,
1572,2928,Soul Plane,0,0,95.7%,0,4.3%,2004.csv,2004,95.7%,,
1573,2929,Half a Confession,0,0,-,0,100%,2004.csv,2004,-,,
1574,2930,Welcome to Mooseport,0,0,99%,0,1%,2004.csv,2004,99%,,
1575,2931,Envy,0,0,93.6%,0,6.4%,2004.csv,2004,93.6%,,
1576,2932,Being Julia,0,0,54%,0,46%,2004.csv,2004,54%,,
1577,2933,Vizontele Tuuba,0,0,-,0,100%,2004.csv,2004,-,,
1578,2934,French Spies,0,0,-,0,100%,2004.csv,2004,-,,
1579,2935,Der Wixxer,0,0,-,0,100%,2004.csv,2004,-,,
1580,2936,One Piece: The Cursed Holy Sword,0,0,-,0,100%,2004.csv,2004,-,,
1581,2937,Umizaru,0,0,-,0,100%,2004.csv,2004,-,,
1583,2938,Vera Drake,0,0,28.5%,0,71.5%,2004.csv,2004,28.5%,,
1567,2939,Before Sunset,0,0,36.5%,0,63.5%,2004.csv,2004,36.5%,,
1584,2940,Mariages!,0,0,-,0,100%,2004.csv,2004,-,,
1585,2941,Maria Full of Grace,0,0,51.8%,0,48.2%,2004.csv,2004,51.8%,,
1586,2942,Breakin' All the Rules,0,0,97.8%,0,2.2%,2004.csv,2004,97.8%,,
1587,2943,The Clearing,0,0,46%,0,54%,2004.csv,2004,46%,,
1588,2944,Casshern,0,0,-,0,100%,2004.csv,2004,-,,
1589,2945,Chasing Liberty,0,0,99%,0,1%,2004.csv,2004,99%,,
1590,2946,Don't Move,0,0,2.8%,0,97.2%,2004.csv,2004,2.8%,,
1591,2947,Kureyon Shin-chan 2004 Re-release,0,0,-,0,100%,2004.csv,2004,-,,
1568,2948,Lucky Luke and the Daltons,0,0,-,0,100%,2004.csv,2004,-,,
1542,2949,Win a Date with Tad Hamilton!,0,0,79.4%,0,20.6%,2004.csv,2004,79.4%,,
1543,2950,The Merchant of Venice,0,0,17.6%,0,82.4%,2004.csv,2004,17.6%,,
1275,2951,Blockers,0,0,64.1%,0,35.9%,2018.csv,2018,64.1%,,
1553,2952,Vanity Fair,0,0,82.9%,0,17.1%,2004.csv,2004,82.9%,,
1571,2953,Raise Your Voice,0,0,70%,0,30%,2004.csv,2004,70%,,
1544,2954,New York Minute,0,0,66.1%,0,33.9%,2004.csv,2004,66.1%,,
1545,2955,Mindhunters,0,0,21.2%,0,78.8%,2004.csv,2004,21.2%,,
1546,2956,G.O.R.A.,0,0,-,0,100%,2004.csv,2004,-,,
1547,2957,Super Size Me,0,0,55.9%,0,44.1%,2004.csv,2004,55.9%,,
1548,2958,The 11 Commandments,0,0,-,0,100%,2004.csv,2004,-,,
1549,2959,Ladies in Lavender,0,0,33.2%,0,66.8%,2004.csv,2004,33.2%,,
1550,2960,Melinda and Melinda,0,0,19%,0,81%,2004.csv,2004,19%,,
1551,2961,I Heart Huckabees,0,0,63.7%,0,36.3%,2004.csv,2004,63.7%,,
